mintore_name,aid,kata,name,rarity,item_type,game
モザンビア C [OP05-053],135573,OP05-053,モザンビア,C,single,ワンピ
モザンビア C [OP05-053]【英語版】,198616,OP05-053,モザンビア,C,single,ワンピ
モチャ C [OP01-081],142658,OP01-081,モチャ,C,single,ワンピ
モチャ C [OP01-081]【英語版】,197899,OP01-081,モチャ,C,single,ワンピ
モチャ C [OP11-015],531855,OP11-015,モチャ,C,single,ワンピ
モチャ UC [OP10-015],451360,OP10-015,モチャ,UC,single,ワンピ
モチャ UC [OP10-015]【英語版】,563008,OP10-015,モチャ,UC,single,ワンピ
モネ C [OP01-082],142659,OP01-082,モネ,C,single,ワンピ
モネ C [OP01-082]【英語版】,197900,OP01-082,モネ,C,single,ワンピ
モネ R [EB03-010],713674,EB03-010,モネ,R,single,ワンピ
モネ R [EB03-010]【英語版】,767831,EB03-010,モネ,R,single,ワンピ
モネ R [OP14-074],727628,OP14-074,モネ,R,single,ワンピ
モネ R [OP14-074]【英語版】(ブースターパック「蒼海の七傑」),751011,OP14-074,モネ,R,single,ワンピ
モネ R [OP14-074]【英語版】(プロモーションカード「蒼海の七傑 ダッシュパック」),856563,OP14-074,モネ,R,single,ワンピ
モネ SR [OP10-016],451361,OP10-016,モネ,SR,single,ワンピ
モネ SR [OP10-016]【英語版】,563009,OP10-016,モネ,SR,single,ワンピ
モネ SR-P [OP10-016],428668,OP10-016,モネ SR-P,,single,ワンピ
モネ SR-P [OP10-016]【英語版】,563010,OP10-016,モネ SR-P,,single,ワンピ
モネ UC [OP05-036](ブースターパック 新時代の主役),135558,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036](プロモーションカード「プロモーションパック Vol.6」),342326,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036]【英語版】(ブースターパック「新時代の主役」),198596,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036]【英語版】(プロモーションカード「イベントパック Vol.3」),221716,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036]【英語版】(プロモーションカード「イベントパック Vol.3」),240966,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036]【英語版】(プロモーションカード「チャンピオンシップ 2024 イベントパック ファイナリスト Ver.」),449963,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP05-036]【英語版】(プロモーションカード「チャンピオンシップ 2024 イベントパック」),449929,OP05-036,モネ,UC,single,ワンピ
モネ UC [OP12-076],599141,OP12-076,モネ,UC,single,ワンピ
モネ UC [OP12-076]【英語版】,666935,OP12-076,モネ,UC,single,ワンピ
モネ UC: フォイル [OP05-036],660011,OP05-036,モネ UC : フォイル,,single,ワンピ
モビー・ディック号 C [OP02-024],142783,OP02-024,モビー・ディック号,C,single,ワンピ
モビー・ディック号 C [OP02-024]【英語版】,198055,OP02-024,モビー・ディック号,C,single,ワンピ
モビー・ディック号 C [OP08-056],273569,OP08-056,モビー・ディック号,C,single,ワンピ
モビー・ディック号 C [OP08-056]【英語版】,385005,OP08-056,モビー・ディック号,C,single,ワンピ
モビー・ディック号 R [OP16-021],828090,OP16-021,モビー・ディック号,R,single,ワンピ
モビー・ディック号 R [OP16-021]【英語版】,836271,OP16-021,モビー・ディック号,R,single,ワンピ
モビー・ディック号 R-P [OP16-021],822588,OP16-021,モビー・ディック号 R-P,,single,ワンピ
モビー・ディック号 R-P [OP16-021]【英語版】,836272,OP16-021,モビー・ディック号 R-P,,single,ワンピ
モモンガ C [ST06-011],119900,ST06-011,モモンガ,C,single,ワンピ
モモンガ C [ST06-011]【英語版】,199934,ST06-011,モモンガ,C,single,ワンピ
モルガンズ C [OP07-090],198732,OP07-090,モルガンズ,C,single,ワンピ
モルガンズ C [OP07-090]【英語版】,304249,OP07-090,モルガンズ,C,single,ワンピ
モルガンズ C [OP13-093],678924,OP13-093,モルガンズ,C,single,ワンピ
モルガンズ C [OP13-093]【英語版】,718360,OP13-093,モルガンズ,C,single,ワンピ
モンキー・D・ガープ C [OP06-055],158351,OP06-055,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [OP06-055]【英語版】,221290,OP06-055,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [OP16-075],828144,OP16-075,モンキー・Ｄ・ガープ,C,single,ワンピ
モンキー・D・ガープ C [OP16-075]【英語版】,836341,OP16-075,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [ST08-010],119944,ST08-010,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [ST08-010]【英語版】,199967,ST08-010,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [ST19-005],311614,ST19-005,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ C [ST19-005]【英語版】,414705,ST19-005,モンキー・D・ガープ,C,single,ワンピ
モンキー・D・ガープ L [OP02-002],142763,OP02-002,モンキー・D・ガープ,L,single,ワンピ
モンキー・D・ガープ L [OP02-002]【英語版】,198026,OP02-002,モンキー・D・ガープ,L,single,ワンピ
モンキー・D・ガープ L-P [OP02-002],102427,OP02-002,モンキー・D・ガープ L-P,,single,ワンピ
モンキー・D・ガープ L-P [OP02-002]【英語版】,198027,OP02-002,モンキー・D・ガープ L-P,,single,ワンピ
モンキー・D・ガープ P [P-054],138422,P-054,モンキー・D・ガープ,P,single,ワンピ
モンキー・D・ガープ P [P-054]【英語版】,201618,P-054,モンキー・D・ガープ,P,single,ワンピ
モンキー・D・ガープ P [P-130],818473,P-130,モンキー・D・ガープ,P,single,ワンピ
モンキー・D・ガープ R [EB02-049],503438,EB02-049,モンキー・D・ガープ,R,single,ワンピ
モンキー・D・ガープ R [EB02-049]【英語版】,582503,EB02-049,モンキー・D・ガープ,R,single,ワンピ
モンキー・D・ガープ R [OP02-115],142866,OP02-115,モンキー・D・ガープ,R,single,ワンピ
モンキー・D・ガープ R [OP02-115]【英語版】,198168,OP02-115,モンキー・D・ガープ,R,single,ワンピ
モンキー・D・ガープ R [OP13-016](ブースターパック「受け継がれる意志」),678847,OP13-016,モンキー・Ｄ・ガープ,R,single,ワンピ
モンキー・D・ガープ R [OP13-016](プロモーションカード「公認ジャッジプロモーションパック Vol.3」),807559,OP13-016,モンキー・D・ガープ,R,single,ワンピ
モンキー・D・ガープ R [OP13-016]【英語版】,718260,OP13-016,モンキー・Ｄ・ガープ,R,single,ワンピ
モンキー・D・ガープ R-P [OP02-115],102445,OP02-115,モンキー・D・ガープ R-P,,single,ワンピ
モンキー・D・ガープ R-P [OP02-115]【英語版】,198169,OP02-115,モンキー・D・ガープ R-P,,single,ワンピ
モンキー・D・ガープ R-P [OP13-016],676058,OP13-016,モンキー・D・ガープ R-P,,single,ワンピ
モンキー・D・ガープ R-P [OP13-016]【英語版】,718261,OP13-016,モンキー・Ｄ・ガープ R-P,,single,ワンピ
モンキー・D・ガープ R: トップ64 [OP13-016]【英語版】,766974,OP13-016,モンキー・D・ガープ R :トップ64,プロモ,single,ワンピ
モンキー・D・ガープ SR [OP11-095],531935,OP11-095,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [OP12-056],583596,OP12-056,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [OP12-056]【英語版】,666909,OP12-056,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST06-012],119901,ST06-012,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST06-012]【英語版】(スタートデッキ「海軍」),199935,ST06-012,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST06-012]【英語版】(プロモーションカード「トレジャーカップ トップ 16」),242212,ST06-012,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST13-013],165930,ST13-013,モンキー・Ｄ・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST13-013]【英語版】,250250,ST13-013,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST33-005],855386,ST33-005,モンキー・Ｄ・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR [ST33-005]【英語版】,864880,ST33-005,モンキー・D・ガープ,SR,single,ワンピ
モンキー・D・ガープ SR-P [OP11-095],520551,OP11-095,モンキー・D・ガープ SR-P,,single,ワンピ
モンキー・D・ガープ SR-P [OP12-056],588844,OP12-056,モンキー・D・ガープ SR-P,,single,ワンピ
モンキー・D・ガープ SR-P [OP12-056]【英語版】,666910,OP12-056,モンキー・D・ガープ SR-P,,single,ワンピ
モンキー・D・ガープ SR-P [ST13-013],168351,ST13-013,モンキー・Ｄ・ガープ SR-P,,single,ワンピ
モンキー・D・ガープ SR-P [ST13-013]【英語版】,250251,ST13-013,モンキー・D・ガープ SR-P,,single,ワンピ
モンキー・D・ガープ SR-SPC: 覇王色スペシャルカード [OP12-056],871075,OP12-056,モンキー・Ｄ・ガープ SR-SPC :覇王色スペシャルカード,,single,ワンピ
モンキー・D・ガープ SR-SPC: 覇王色スペシャルカード [OP12-056]【英語版】,880807,OP12-056,モンキー・D・ガープ SR-SPC :覇王色スペシャルカード,,single,ワンピ
モンキー・D・ガープ UC [OP03-014],143309,OP03-014,モンキー・D・ガープ,UC,single,ワンピ
モンキー・D・ガープ UC [OP03-014]【英語版】,198193,OP03-014,モンキー・D・ガープ,UC,single,ワンピ
モンキー・D・ガープ UC [OP05-054],135574,OP05-054,モンキー・D・ガープ,UC,single,ワンピ
モンキー・D・ガープ UC [OP05-054]【英語版】,198617,OP05-054,モンキー・D・ガープ,UC,single,ワンピ
モンキー・D・ドラゴン L [OP-07],183356,OP-07,モンキー・D・ドラゴン,L,single,ワンピ
モンキー・D・ドラゴン L [OP07-001]【英語版】,304141,OP07-001,モンキー・D・ドラゴン,L,single,ワンピ
モンキー・D・ドラゴン L-P [OP07-001],202891,OP07-001,モンキー・D・ドラゴン L-P,,single,ワンピ
モンキー・D・ドラゴン L-P [OP07-001]【英語版】,304142,OP07-001,モンキー・D・ドラゴン L-P,,single,ワンピ
モンキー・D・ドラゴン L-SPC [OP07-001],503462,OP07-001,モンキー・D・ドラゴン L-SPC,,single,ワンピ
モンキー・D・ドラゴン L-SPC [OP07-001]【英語版】,582532,OP07-001,モンキー・D・ドラゴン L-SPC,,single,ワンピ
モンキー・D・ドラゴン P [P-131],818474,P-131,モンキー・D・ドラゴン,P,single,ワンピ
モンキー・D・ドラゴン R [OP13-017],678848,OP13-017,モンキー・Ｄ・ドラゴン,R,single,ワンピ
モンキー・D・ドラゴン R [OP13-017]【英語版】,718262,OP13-017,モンキー・Ｄ・ドラゴン,R,single,ワンピ
モンキー・D・ドラゴン SR [OP07-015](「プロモーションパックEX Vol.3」),714195,OP07-015,モンキー・Ｄ・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP07-015](ブースターパック 500年後の未来),185175,OP07-015,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP07-015]【英語版】,304157,OP07-015,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP07-015]【英語版】,304158,OP07-015,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP12-094](ブースターパック「師弟の絆」),599158,OP12-094,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP12-094](プロモーションカード「3rd アニバーサリーセット」),744318,OP12-094,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP12-094]【英語版】(アニバーサリーセット「ジャパニーズ 3rd アニバーサリーセット 英語版」),777023,OP12-094,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR [OP12-094]【英語版】(ブースターパック「師弟の絆」),666956,OP12-094,モンキー・D・ドラゴン,SR,single,ワンピ
モンキー・D・ドラゴン SR-P [OP07-015],204966,OP07-015,モンキー・D・ドラゴン SR-P,,single,ワンピ
モンキー・D・ドラゴン SR-P [OP12-094],588851,OP12-094,モンキー・D・ドラゴン SR-P,,single,ワンピ
モンキー・D・ドラゴン SR-P [OP12-094]【英語版】,666957,OP12-094,モンキー・D・ドラゴン SR-P,,single,ワンピ
モンキー・D・ドラゴン SR-SPC [OP07-015],349477,OP07-015,モンキー・D・ドラゴン SR-SPC,,single,ワンピ
モンキー・D・ドラゴン SR-SPC [OP07-015]【英語版】,471532,OP07-015,モンキー・D・ドラゴン SR-SPC,,single,ワンピ
モンキー・D・ルフィ (イラスト修正前) SR [OP07-109],203398,OP07-109,モンキー・D・ルフィ (イラスト修正前),SR,single,ワンピ
モンキー・D・ルフィ (ゴールドスタンプ) P [P-037]【英語版】,411466,P-037,モンキー・D・ルフィ (ゴールドスタンプ),P,single,ワンピ
モンキー・D・ルフィ (シルバーホイル + ゴールドスタンプ) P [P-041]【英語版】,411467,P-041,モンキー・D・ルフィ (シルバーホイル + ゴールドスタンプ),P,single,ワンピ
モンキー・D・ルフィ / ロロノア・ゾロ / サンジ / ニコ・ロビン / トニートニー・チョッパー: 5枚セット: 未開封 [ST10‐006 / OP01‐02 / OP01‐013 / OP01‐017 / ST01‐006]【SR / SR / R / R / C】【中国語版】,826602,ST10‐006/OP01‐02/OP01‐013/OP01‐017/ST01‐006,モンキー・D・ルフィ / ロロノア・ゾロ / サンジ / ニコ・ロビン / トニートニー・チョッパー :5枚セット :未開封,,single,ワンピ
モンキー・D・ルフィ C [OP09-036],349433,OP09-036,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [OP09-036]【英語版】,471421,OP09-036,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [OP17-030],881579,OP17-030,モンキー・Ｄ・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [OP17-030]【英語版】,882336,OP17-030,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST08-011],119945,ST08-011,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST08-011]【英語版】,199968,ST08-011,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST09-011],120031,ST09-011,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST09-011]【英語版】,199989,ST09-011,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST13-014],167604,ST13-014,モンキー・Ｄ・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST13-014]【英語版】,250252,ST13-014,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST14-012],250577,ST14-012,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST14-012]【英語版】,364294,ST14-012,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST16-005],311569,ST16-005,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST16-005]【英語版】(スタートデッキ「緑 ウタ」),414660,ST16-005,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST16-005]【英語版】(プロモーションカード「ウェルカムパック Vol. 2」),856571,ST16-005,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST23-004],599902,ST23-004,モンキー・Ｄ・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST23-004]【英語版】,603926,ST23-004,モンキー・Ｄ・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST29-012],742106,ST29-012,モンキー・Ｄ・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C [ST29-012]【英語版】,751255,ST29-012,モンキー・D・ルフィ,C,single,ワンピ
モンキー・D・ルフィ C-P [ST13-014],168269,ST13-014,モンキー・Ｄ・ルフィ C-P,,single,ワンピ
モンキー・D・ルフィ C-P [ST13-014]【英語版】,250253,ST13-014,モンキー・D・ルフィ C-P,,single,ワンピ
モンキー・D・ルフィ C-P [ST29-012],743034,ST29-012,モンキー・Ｄ・ルフィ C-P,,single,ワンピ
モンキー・D・ルフィ C-P [ST29-012]【英語版】,751256,ST29-012,モンキー・D・ルフィ C-P,,single,ワンピ
モンキー・D・ルフィ C: フォイル [ST13-014],660071,ST13-014,モンキー・Ｄ・ルフィ C : フォイル,,single,ワンピ
モンキー・D・ルフィ C: フォイル [ST16-005],660079,ST16-005,モンキー・Ｄ・ルフィ C : フォイル,,single,ワンピ
モンキー・D・ルフィ L [EB02-010](「オフィシャルプレイマット リミテッドエディション vol.5」),769718,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [EB02-010](「サウンドローダー ルフィエディション」),772983,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [EB02-010](エクストラブースター「アニメ 25th コレクション」),503399,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [EB02-010]【英語版】(「オフィシャルプレイマット リミテッドエディション vol.5 」),836558,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [EB02-010]【英語版】(エクストラブースター「アニメ 25th コレクション」),582453,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [EB02-010]【英語版】(プロモーションカード「ワンピースカードゲーム x ロサンゼルスドジャース」),607986,EB02-010,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP01-003],142586,OP01-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP01-003]【英語版】,197800,OP01-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060](スタートデッキ「紫 モンキー・D・ルフィ」),311585,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060](ブースターパック 新時代の主役),135580,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060](ワンピースカードゲーム「サウンドローダー ボリューム 1」),237288,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060]【英語版】(PSA限定コラボプロモカード),266132,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060]【英語版】(スタートデッキ「紫 モンキー・D・ルフィ」),414676,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060]【英語版】(ブースターパック「新時代の主役」),198624,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP05-060]【英語版】(プロモーションカード「サウンドローダー ボリューム 1」),573128,OP05-060,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061](アニバーサリーセット「イングリッシュ 2nd アニバーサリーセット 日本語版」),744853,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061](スタートデッキ「紫黒 モンキー・D・ルフィ」),594480,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061](ブースターパック「新たなる皇帝」),349446,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061]【英語版】(アニバーサリーセット「イングリッシュ 2nd アニバーサリーセット 英語版」),475687,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061]【英語版】(スタートデッキ「紫黒 モンキー・D・ルフィ」),594996,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP09-061]【英語版】(ブースターパック「新たなる皇帝」),471454,OP09-061,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP11-040],531880,OP11-040,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP13-001],678832,OP13-001,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP13-001](アニバーサリーセット「イングリッシュバージョン 3rd アニバーサリーセット」),887420,OP13-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP13-001]【フランス語版】,850874,OP13-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP13-001]【英語版】(アニバーサリーセット「イングリッシュバージョン 3rd アニバーサリーセット」),861753,OP13-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP13-001]【英語版】(ブースターパック「受け継がれる意志」),718240,OP13-001,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP15-098],767148,OP15-098,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP15-098]【英語版】,779102,OP15-098,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP15-098]【英語版】(セイルデッキセット「SD-01」),885755,OP15-098,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP16-022],828091,OP16-022,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP16-022]【英語版】,836273,OP16-022,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP17-079],881630,OP17-079,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [OP17-079]【英語版】,882399,OP17-079,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [P]【英語版】,221800,P/P,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [P]【英語版】,221801,P/P,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST01-001](「ファミリーデッキセット」),836444,ST01-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST01-001](スタートデッキ 麦わらの一味),119360,ST01-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST01-001](週刊少年ジャンプ2023年6･7号 応募者全員サービス レカフィグ),171995,ST01-001,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST01-001]【中国語版】,255830,ST01-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST01-001]【英語版】,199698,ST01-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST08-001],119935,ST08-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST08-001]【英語版】,199958,ST08-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST10-002],132558,ST10-002,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST10-002]【英語版】,199997,ST10-002,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST13-003](アルティメットデッキ 3兄弟の絆),165923,ST13-003,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST13-003](プロモーションカード「セブンイレブンコラボ」),351114,ST13-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST13-003]【英語版】(アルティメットデッキ「3兄弟の絆」),250230,ST13-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST13-003]【英語版】(プロモーションカード「2nd アニバーサリー トーナメント ウィナー」),449769,ST13-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST13-003]【英語版】(プロモーションカード「ボルシアドルトムント × ONE PIECE マッチデー 2025」),556832,ST13-003,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST14-001],250566,ST14-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST14-001]【英語版】,364283,ST14-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST21-001](スタートデッキEX「ギア5」),478751,ST21-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST21-001](スタートデッキ「赤 モンキー・D・ルフィ」),855339,ST21-001,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST21-001](リミテッドカードコレクション「BASE SHOP vol.1」),730901,ST21-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST21-001]【英語版】,563141,ST21-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST21-001]【英語版】(スタートデッキ「赤 モンキー・D・ルフィ」),864863,ST21-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST29-001],742095,ST29-001,モンキー・Ｄ・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L [ST29-001]【英語版】,751233,ST29-001,モンキー・D・ルフィ,L,single,ワンピ
モンキー・D・ルフィ L シリアルナンバー入り (開封済) [ST01-001],102650,ST01-001,モンキー・D・ルフィ L シリアルナンバー入り (開封済),,single,ワンピ
モンキー・D・ルフィ L シリアルナンバー入り (開封済) [ST01-001]【英語版】,215507,ST01-001,モンキー・D・ルフィ L シリアルナンバー入り (開封済),,single,ワンピ
モンキー・D・ルフィ L-P [EB02-010],503497,EB02-010,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [EB02-010]【英語版】,582454,EB02-010,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP-15-098],758751,OP-15-098,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP01-003],93519,OP01-003,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP01-003]【英語版】,197801,OP01-003,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP05-060],135420,OP05-060,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP05-060]【英語版】,198625,OP05-060,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP09-061],349447,OP09-061,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP09-061]【英語版】,471455,OP09-061,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP11-040],515451,OP11-040,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP13-001],676019,OP13-001,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP13-001]【英語版】,718241,OP13-001,モンキー・Ｄ・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP15-098]【英語版】,779103,OP15-098,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP16-022],822589,OP16-022,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP16-022]【英語版】,836274,OP16-022,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP17-079],871054,OP17-079,モンキー・Ｄ・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [OP17-079]【英語版】,882400,OP17-079,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST13-003](アルティメットデッキ 3兄弟の絆 ボーナスパック),167607,ST13-003,モンキー・Ｄ・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST13-003](プレミアムカードコレクション「リーダーコレクション」),412058,ST13-003,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST13-003]【英語版】(アルティメットデッキ「3兄弟の絆」),250231,ST13-003,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST13-003]【英語版】(プレミアムカードコレクション「リーダーコレクション」),412064,ST13-003,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST21-001],478752,ST21-001,モンキー・D・ルフィ L-P,,single,ワンピ
モンキー・D・ルフィ L-P [ST21-001]【英語版】,563142,ST21-001,モンキー・D・ルフィ L-P,,single,ワンピ
